	shopname	address	phone	website	longitude	latitude
597	Leonel Coffee Shop	659 S Broadway, Los Angeles, CA 90014	(213) 955-5917	not found	-118.2533396	34.0455483
598	Gourmet Coffee	515 S Flower St, Los Angeles, CA 90071	(213) 612-0386	not found	-118.2567698	34.0514139
599	Peet&#39s Coffee & Tea	8330 Santa Monica Blvd Gelson&#39s #108 Grocery, West Hollywood, CA 90069	(323) 656-5580	http://www.peets.com	-118.3783347	34.0931603
600	Paradocs Coffee & Tea	1032 S Fairfax Ave, Los Angeles, CA 90019	(323) 965-2158	http://www.peets.com	-118.3640389	34.0571613
601	C&M Cafe	3272 Motor Ave # A, Los Angeles, CA 90034	(310) 694-1516	http://www.cmcafela.com	-118.4107142	34.0298033
602	Hansol Lunchbox	2520 W 8th St, Los Angeles, CA 90057	(213) 487-3550	http://www.hansoldosirak.com	-118.2831183	34.0568041
603	Organic Cafe	2221 Rogers Ave, Los Angeles, CA 90023	(323) 981-9624	not found	-118.2171956	34.0360725
604	Go Get Em Tiger Pop-Up	2630 Hyperion Ave, Los Angeles, CA 90027	(510) 789-8846	http://ggetla.com	-118.2722469	34.1061997
605	Tank&#39s Coffee Shop & Eatery	5737 Venice Blvd, Los Angeles, CA 90019	(323) 931-0866	not found	-118.363233	34.043562
606	Clarence Daniels	600 World Way, Los Angeles, CA 90045	(310) 645-0515	not found	-118.4021501	33.9416068
607	Mangia Mangia Caffe	505 S Flower St Ste B020A, Los Angeles, CA 90071	(213) 683-1122	http://mangiamangia.com	-118.2566062	34.0514473
608	Market Place Restaurant	1102 Lawrence St, Los Angeles, CA 90021	(213) 622-7285	http://www.marketplacerestaurantla.com	-118.236403	34.0304191
609	Starbucks Coffee	906 Goodrich Blvd, Commerce, CA 90022	(323) 725-1402	http://www.starbucks.com	-118.1536089	34.0190633
610	Venice Grind	12224 Venice Blvd, Los Angeles, CA 90066	(310) 397-2227	not found	-118.4318389	34.004261
611	Lee Meesun	3109 W Olympic Blvd, Los Angeles, CA 90006	(213) 637-2375	not found	-118.3035369	34.0529015
612	Goe Cafe	6300 Wilshire Blvd, Los Angeles, CA 90048	(323) 951-0989	not found	-118.366019	34.0632115
613	Betty&#39s Diner	2819 N Broadway, Los Angeles, CA 90031	(323) 226-0728	not found	-118.2123934	34.0739923
614	Heirloom Bakery & Cafe	807 Meridian Ave, South Pasadena, CA 91030	(626) 441-0042	http://www.toolproject.com/heirloom	-118.1573129	34.1161706
615	Starbucks Coffee	4520 W Sunset Blvd, Los Angeles, CA 90027	(323) 662-8107	http://www.starbucks.com	-118.2879838	34.0970678
616	Pann&#39s Restaurant	6710 La Tijera Blvd, Los Angeles, CA 90045	(323) 776-3770	http://www.panns.com	-118.3705802	33.978076
617	Big Fat Pita	10250 Santa Monica Blvd # Fc4, Los Angeles, CA 90067	(310) 282-8500	http://www.bigfatpita.com	-118.4194176	34.0596101
618	Twins coffee & virgin cocktails	8410 w sunset blvd, West hollywood, CA 90069	(323) 286-1746	http://www.twinslosangeles.com	-118.3730858	34.0949705
619	Starbucks Coffee	3853 E 3rd St, Los Angeles, CA 90063	(323) 265-4124	http://www.starbucks.com	-118.1843477	34.0336251
620	Peet&#39s Coffee & Tea	1233 N La Brea Ave, West Hollywood, CA 90038	(323) 876-8790	http://www.peets.com	-118.3445101	34.0935184
621	Starbucks Coffee	6101 W Century Blvd, Los Angeles, CA 90045	(310) 642-1111	http://www.starbucks.com	-118.3908633	33.9464561
622	Valley Tea & Coffee	1101 W Valley Blvd Ste 103, Alhambra, CA 91803	(626) 281-5799	not found	-118.1348909	34.0781843
623	Corner Bakery Cafe	1019 Westwood Blvd, Los Angeles, CA 90024	(310) 824-1314	http://www.cornerbakerycafe.com	-118.445716	34.062181
624	Starbucks Coffee	5201 E Washington Blvd, Commerce, CA 90040	(323) 981-0029	http://www.starbucks.com	-118.1670995	34.0030615
625	Bru Coffee Bar	1866 N Vermont Ave, Los Angeles, CA 90027	(323) 664-7500	http://brucoffeebar.com	-118.2915327	34.104947
626	Charlie&#39s Trio	5769 Huntington Dr N, Los Angeles, CA 90032	(323) 223-3871	http://www.charliestrio.com	-118.1556597	34.0984612
627	Pat & Lorraines Coffee Shop	4720 Eagle Rock Blvd, Los Angeles, CA 90041	(323) 257-7926	not found	-118.2164562	34.1307935
628	Yum-Yum Donuts	3103 N San Fernando Rd, Los Angeles, CA 90065	(323) 256-9412	http://www.yumyumdonuts.com	-118.2455276	34.1153327
629	Bliss Art House Cafe	1249 Vine St, Los Angeles, CA 90038	(323) 962-2986	http://blissing.com/cafe.html	-118.326975	34.0938659
630	The Coffee Bean & Tea Leaf	3726 S Figueroa St, Los Angeles, CA 90007	(213) 745-4963	http://coffeebean.com	-118.2824292	34.0172319
631	Massimo&#39s Mud Spot	759 S La Brea Ave, Los Angeles, CA 90036	(323) 936-0547	not found	-118.3448431	34.0606616
632	Yum-Yum Donuts	1935 E Florence Ave, Los Angeles, CA 90001	(323) 588-1154	http://www.yumyumdonuts.com	-118.238042	33.9750894
633	Chung King Cafe	4578 Whittier Blvd, Los Angeles, CA 90022	(323) 263-8313	not found	-118.1684359	34.0225989
634	Peet&#39s Coffee & Tea	1154 Westwood Blvd, Los Angeles, CA 90024	(310) 954-8191	http://www.peets.com	-118.4445426	34.0598314
635	Primera Taza Coffee House	3310 S Central Ave, Los Angeles, CA 90011	(323) 231-7437	not found	-118.256385	34.0133591
636	Yum-Yum Donuts	1455 S Atlantic Blvd, Los Angeles, CA 90022	(323) 267-8540	http://www.yumyumdonuts.com	-118.1595001	34.0112508
637	Peet&#39s Coffee & Tea	10861 Weyburn Ave Target #2774 Grocery, Los Angeles, CA 90024	(323) 586-1880	http://www.peets.com	-118.4367551	34.0631451
638	L.A. Cafe	639 S Spring St, Los Angeles, CA 90014	(213) 612-3000	http://www.lacafe.com	-118.2521285	34.0451768
639	Toast Bakery Cafe	8221 W 3rd St, Los Angeles, CA 90048	(323) 655-5018	http://www.toastbakerycafe.net	-118.3688071	34.0727688
640	House of Boba	5930 S Main St Ste 102, Los Angeles, CA 90003	(323) 238-0257	not found	-118.273533	33.9864606
641	Starbucks Coffee	5933 W Century Blvd, Los Angeles, CA 90045	(310) 568-7730	http://www.starbucks.com	-118.387324	33.946128
642	Brew You	808 S Western Ave, Los Angeles, CA 90005	(213) 382-0305	not found	-118.308637	34.0570204
643	The Coffee Bean & Tea Leaf	6255 W Sunset Blvd Suite 170, Los Angeles, CA 90028	(323) 962-7078	http://coffeebean.com	-118.3254514	34.0982804
644	The Coffee Bean & Tea Leaf	5700 Wilshire Blvd, Los Angeles, CA 90036	(323) 931-4948	http://coffeebean.com	-118.3535426	34.0617449
645	Starbucks Coffee	1875 Century Park E, Los Angeles, CA 90067	(310) 553-8226	http://www.starbucks.com	-118.4147874	34.0608183
646	Zweet Cafe	4682 Eagle Rock Blvd, Los Angeles, CA 90041	(323) 305-4038	http://www.zweetcafe.com	-118.2168118	34.12958
647	Green Apple Market	300 E 5th St, Los Angeles, CA 90013	(213) 817-6066	not found	-118.2457163	34.0445874
648	Peet&#39s Coffee & Tea	3118 S Sepulveda Blvd Vons #2077 Grocery, Los Angeles, CA 90034	(310) 477-8717	http://www.peets.com	-118.395863	34.0324632
649	Design Cafe	8687 Melrose Ave, West Hollywood, CA 90069	(310) 657-0343	http://foodlab-la.com	-118.3823838	34.082157
650	Super Donut House	7307 W Sunset Blvd, Los Angeles, CA 90046	(323) 436-6268	not found	-118.3493303	34.0983408
651	Eat Well	1013 S Brand Blvd, Glendale, CA 91205	(818) 243-5928	not found	-118.2552051	34.133948
652	Mrs G	6801 Hollywood Blvd # 209, Los Angeles, CA 90028	(323) 463-2086	not found	-118.3399805	34.1026077
653	Chavez Cafe	2028 E 7th St, Los Angeles, CA 90021	(213) 627-7049	not found	-118.2313312	34.0345683
654	Kellys Coffee & Fudge Factory	5701 S Eastern Ave, Commerce, CA 90040	(323) 887-0565	http://www.kellyscoffee.com	-118.1619132	33.9873576
655	Winchell&#39s Donuts	1455 S Atlantic Blvd, Los Angeles, CA 90022	(323) 267-8540	http://www.winchells.com	-118.1595001	34.0112508
656	Starbucks Coffee	12404 Venice Blvd, Los Angeles, CA 90066	(310) 390-2354	http://www.starbucks.com	-118.4336978	34.0031092
657	Klatch Coffee	700 World Way, Los Angeles, CA 90045	(424) 702-1141	http://www.klatchroasting.com/Klatch_LAX_s/301.htm	-118.4013612	33.9430214
658	Cafecito Organico	534 N Hoover St, Los Angeles, CA 90004	(213) 537-8367	http://www.cafecitoorganico.com	-118.284274	34.0804579
659	The Coffee Bean & Tea Leaf	10401 Santa Monica Blvd, Los Angeles, CA 90025	(310) 234-8411	http://coffeebean.com	-118.424526	34.057687
660	The Coffee Bean & Tea Leaf	800 World Way, Los Angeles, CA 90045	(310) 846-5830	http://coffeebean.com	-118.398137	33.943358
661	Hollywood Coffee Inc	6464 W Sunset Blvd Lbby 1, Los Angeles, CA 90028	(323) 962-7700	http://www.starbucks.com	-118.325739	34.1012181
662	Penny&#39s Cafe	2734 N Eastern Ave, Los Angeles, CA 90032	(323) 222-0922	not found	-118.177742	34.07868
663	Peet&#39s Coffee & Tea	8701 Lincoln Blvd Ralph&#39s #0278 Grocery, Los Angeles, CA 90045	(310) 649-1526	http://www.peets.com	-118.3875775	33.9516114
664	Corner Bakery Cafe	801 S Figueroa St, Los Angeles, CA 90017	(213) 239-0424	http://www.cornerbakerycafe.com	-118.261792	34.0478511
665	Groundwork Coffee	139 1/2 N Larchmont Blvd, Los Angeles, CA 90004	(323) 871-8930	not found	-118.3239724	34.074181
666	Nel & John Belizean	3567 S Western Ave, Los Angeles, CA 90018	(323) 732-6603	http://belizeans.com	-118.3091934	34.0232254
667	Black Dog Coffee	5657 Wilshire Blvd Ste 150, Los Angeles, CA 90036	(323) 933-1976	http://www.blackdogcoffee.com	-118.3518152	34.062811
668	Peet&#39s Coffee & Tea	2901 Los Feliz Blvd Costco Warehouse 130 - Los Feliz Grocery, Los Angeles, CA 90039	(323) 644-5201	http://www.peets.com	-118.2585096	34.1103407
669	Sal&#39s	7356 Melrose Ave, Los Angeles, CA 90046	(323) 651-3822	not found	-118.3501171	34.0835579
670	Starbucks Coffee	6801 Hollywood Blvd, Los Angeles, CA 90028	(323) 962-7414	http://www.starbucks.com	-118.3399805	34.1026077
671	Le Pain Quotidien	11702 Barrington Ct, Los Angeles, CA 90049	(310) 476-0969	http://www.lepainquotidien.us	-118.4693784	34.0644108
672	Yum-Yum Donuts	1834 Marengo St, Los Angeles, CA 90033	(323) 226-9321	http://www.yumyumdonuts.com	-118.2108979	34.0576871
673	Ampersand Capital Corp	608 Americana Way, Glendale, CA 91210	(818) 502-1233	not found	-118.256354	34.1443918
674	Drnk Coffe + Tea	6430 W Sunset Blvd, Los Angeles, CA 90028	(323) 825-5385	not found	-118.3302099	34.0977563
675	The Coffee Bean & Tea Leaf	670 S Western Ave, Los Angeles, CA 90005	(213) 388-9763	http://coffeebean.com	-118.3085512	34.0601107
676	Alcove Cafe & Bakery	1929 Hillhurst Ave, Los Angeles, CA 90027	(323) 644-0100	http://www.alcovecafe.com	-118.2877515	34.1063127
677	Kelly&#39s Cafe	606 S Olive St Ste 101, Los Angeles, CA 90014	(213) 683-0770	not found	-118.254126	34.0476812
678	Los Feliz Cafe	3207 Los Feliz Blvd, Los Angeles, CA 90039	(323) 661-2355	http://www.losfelizcafe.com	-118.2693727	34.1233353
679	The Coffee Bean & Tea Leaf	3435 Wilshire Blvd Suite 141, Los Angeles, CA 90010	(213) 608-0464	http://coffeebean.com	-118.2985086	34.0622581
680	California Dining Airport Cafe	1 World Way, Los Angeles, CA 90045	(310) 215-5469	not found	-118.4027946	33.94224
681	I Love Sweetea	318 S La Brea Ave, Los Angeles, CA 90036	(323) 561-7100	http://www.ilovesweetea.com	-118.343744	34.0683074
682	New Frontier Coffee	5890 Blackwelder St, Culver City, CA 90232	(310) 839-3423	http://www.nfcoffee.com	-118.3737541	34.03066
683	Starbucks Coffee	7122 Beverly Blvd, Los Angeles, CA 90036	(323) 939-1793	http://www.starbucks.com	-118.3448709	34.0757171
684	Starbucks Coffee	8844 S Sepulveda Blvd, Los Angeles, CA 90045	(310) 645-0416	http://www.starbucks.com	-118.3956601	33.956117
685	Boba Time	701 S Vermont Ave, Los Angeles, CA 90005	(213) 386-2622	http://www.itsbobatime.com	-118.2917031	34.0597399
686	Boba Loca Tea & Coffee	3617 S Vermont Ave, Los Angeles, CA 90007	(562) 944-5181	http://www.bobaloca.com/USC_Boba_Loca_s/1836.htm	-118.291623	34.022666
687	A Votre Sante	13016 San Vicente Blvd, Los Angeles, CA 90049	(310) 451-1813	http://www.avotresantela.com	-118.4903706	34.0484212
688	Intelligentsia Coffee	2737 N San Fernando Rd, Los Angeles, CA 90065	(323) 275-4933	http://www.intelligentsiacoffee.com	-118.242462	34.110391
689	Coral Tree Express	10250 Santa Monica Blvd, Los Angeles, CA 90067	(310) 553-8733	http://www.coraltreecafe.com	-118.4194176	34.0596101
690	Peet&#39s Coffee & Tea	11750 Wilshire Blvd Pavilions #2213 Grocery, Los Angeles, CA 90025	(310) 479-5294	http://www.peets.com	-118.4484367	34.0448583
691	3sg Ventures Inc	888 N Garfield Ave, Montebello, CA 90640	(323) 477-1233	not found	-118.129434	34.032289
692	Tak&#39s Coffee Shop	3870 Crenshaw Blvd, Los Angeles, CA 90008	(323) 295-0195	not found	-118.3347275	34.0153422
693	Yum-Yum Donuts	9 S Fremont Ave, Alhambra, CA 91801	(626) 576-9775	http://www.yumyumdonuts.com	-118.1522473	34.0947514
694	Cayenne Cafe	7169 Beverly Blvd, Los Angeles, CA 90036	(323) 857-1252	http://www.cayennecafe.com	-118.3458897	34.0763995
695	Peet&#39s Coffee & Tea	11727 W Olympic Blvd Ralph&#39s #0210 Grocery, Los Angeles, CA 90064	(310) 473-5238	http://www.peets.com	-118.4221519	34.0386656
696	Espresso Primo Inc.	5890 Blackwelder St, Culver City, CA 90232	(310) 839-3061	http://espresso-la.com	-118.3737541	34.03066
697	Yum-Yum Donuts	724 N Highland Ave, Los Angeles, CA 90038	(323) 462-9067	http://www.yumyumdonuts.com	-118.3383676	34.0841923
698	Starbucks Coffee	8700 Beverly Blvd, West Hollywood, CA 90048	(310) 423-6664	http://www.starbucks.com	-118.3814551	34.0763782
699	The Coffee Bean & Tea Leaf	10401 Venice Blvd, Los Angeles, CA 90034	(310) 842-9330	http://coffeebean.com	-118.4045137	34.0206007
700	Starbucks Coffee	100 Citadel Dr Suite 200, Commerce, CA 90040	(323) 888-2153	http://www.starbucks.com	-118.152828	34.0059528
701	Winchell&#39s Donuts	6101 Pacific Blvd, Huntington Park, CA 90255	(323) 277-9874	http://www.winchells.com	-118.2254875	33.9852761
702	Ganayng Cafe	970 N Western AVE, Los Angeles, CA 90029	(323) 461-3322	not found	-118.308962	34.0880681
703	Brew Coffee Bar	6430 W Sunset Blvd, Los Angeles, CA 90028	(323) 464-1306	not found	-118.3302099	34.0977563
704	Granville Cafe	807 Americana Way, Glendale, CA 91210	(818) 550-0472	http://www.granvillecafe.com	-118.2553372	34.1451102
705	Mauro&#39s Restaurant	8112 Melrose Ave, Los Angeles, CA 90046	(323) 653-7970	http://www.mauroscafe.com	-118.366486	34.083476
706	Transcendent Cafe	10893 W Pico Blvd, Los Angeles, CA 90064	(310) 446-1965	not found	-118.4294617	34.0398923
707	Gelato Bar & Espresso Cafe	1936 Hillhurst Ave, Los Angeles, CA 90027	(323) 668-0606	http://www.gelatobarla.com	-118.287063	34.106561
708	Peet&#39s Coffee & Tea	2600 S Vermont Ave, Los Angeles, CA 90007	(323) 732-3863	http://www.peets.com	-118.2915383	34.0327281
709	Cafe Glace	1441 Westwood Blvd, Los Angeles, CA 90024	(310) 478-8080	http://www.cafe-glace.com	-118.4413104	34.0544902
710	Yumcha Cafe	421 N Atlantic Blvd, Monterey Park, CA 91754	(626) 289-6287	http://www.yumchacafe.com	-118.134824	34.0673559
711	Starbucks Coffee	454 Fair Oaks Ave, South Pasadena, CA 91030	(626) 441-7354	http://www.starbucks.com	-118.1499397	34.1199567
712	Savyon	5158 Hollywood Blvd, Los Angeles, CA 90027	(323) 522-6261	not found	-118.3026061	34.1016394
713	Teavana	10800 W Pico Blvd #135, Los Angeles, CA 90064	(310) 474-0127	http://www.teavana.com	-118.4274689	34.0401391
714	Balconi Coffee Company	11301 W Olympic Blvd #124, Los Angeles, CA 90064	(310) 906-0267	http://balconicoffee.com	-118.4418145	34.0385854
715	Schwartz Bakery	433 N Fairfax Ave, Los Angeles, CA 90036	(323) 653-1683	http://schwartzbakery.net	-118.3614547	34.0791662
716	Starbucks Coffee	11280 W Olympic Blvd, Los Angeles, CA 90064	(310) 478-0045	http://www.starbucks.com	-118.4408878	34.0381014
717	Tom & Tom&#39s Pasadena	285 E Green St, Pasadena, CA 91101	(626) 585-1340	not found	-118.1444232	34.1446984
718	Nature&#39s Brew	2316 S Union Ave, Los Angeles, CA 90007	(213) 741-9393	http://www.naturesbrewcafe.com	-118.283559	34.0342569
719	Diner On Main	201 W Main St, Alhambra, CA 91801	(626) 281-3488	http://www.dineronmainrestaurant.net	-118.1292974	34.0942666
720	Peet&#39s Coffee & Tea	5429 Hollywood Blvd, Los Angeles, CA 90027	(323) 957-9657	http://www.peets.com	-118.3082439	34.1019696
721	Sacp	5183 Hollywood Blvd, Los Angeles, CA 90027	(323) 665-1035	http://sapp.menutoeat.com	-118.3032479	34.1018668
722	The Sayers Club	1645 Wilcox Ave, Los Angeles, CA 90028	(323) 871-8416	http://www.sbe.com/thesayersclub	-118.3312899	34.1011908
723	Cafe Don Juan	305 E 9th St, Los Angeles, CA 90015	(213) 265-7377	not found	-118.252559	34.040069
724	Pinery Coffee House	2528 W Olympic Blvd, Los Angeles, CA 90006	(213) 387-5447	not found	-118.2848262	34.0522286
725	Starbucks Coffee	8969 Santa Monica Blvd, West Hollywood, CA 90069	(310) 595-1737	http://www.starbucks.com	-118.3868974	34.0832919
726	Ground Zero Performance Cafe	615 Childs Way, Los Angeles, CA 90089	(213) 821-1484	http://www.usc.edu/student-affairs/gzcoffee	-118.2821449	34.0194859
727	La Boulange	359 S La Brea Ave, Los Angeles, CA 90036	(323) 525-0164	http://laboulangeallday.com	-118.3442823	34.067086
728	Le Pain Quotidien	8607 Melrose Ave, West Hollywood, CA 90069	(310) 854-3700	http://www.lepainquotidien.us	-118.3799229	34.0821406
729	The Coffee Bean & Tea Leaf	135 N Larchmont Blvd, Los Angeles, CA 90004	(323) 469-4984	http://coffeebean.com	-118.3239926	34.0740434
730	Cafe Take 5	328 E 1st St, Los Angeles, CA 90012	(213) 621-3004	http://www.cafetake5.com	-118.2402369	34.0496734
731	Starbucks Coffee	1360 E Colorado St, Glendale, CA 91205	(818) 240-1387	http://www.starbucks.com	-118.2350912	34.1424312
732	Yum-Yum Donuts	5836 W Manchester Ave, Los Angeles, CA 90045	(310) 216-4278	http://www.yumyumdonuts.com	-118.3841143	33.9595591
733	Flor De Cafe Bakery	537 E Colorado St, Glendale, CA 91205	(818) 543-1401	not found	-118.2483714	34.1429089
734	Bedikian Zohrab	210 W Temple St, Los Angeles, CA 90012	(213) 629-8326	not found	-118.2432169	34.0550082
735	Taha Cafe	12340 Santa Monica Blvd, Los Angeles, CA 90025	(310) 826-6699	not found	-118.4662134	34.0390188
736	Mornings Night	1523 Griffith Park Blvd, Los Angeles, CA 90026	(323) 664-8811	http://www.morningsnights.com	-118.2772713	34.0906006
737	Miss Donuts	2520 S Robertson Blvd, Los Angeles, CA 90034	(310) 253-9925	not found	-118.3881483	34.0384019
738	Little Bean Cafe	3250 W Olympic Blvd, Los Angeles, CA 90006	(323) 730-1888	http://littlebeanscafe.com	-118.3085165	34.0522327
739	Caffe Delizioso	4727 Wilshire Blvd, Los Angeles, CA 90010	(323) 935-6639	http://www.caffedelizioso.com	-118.332625	34.062303
740	Starbucks Coffee	7311 N Figueroa St, Los Angeles, CA 90041	(323) 254-5716	http://www.starbucks.com	-118.1884629	34.1363888
741	Cosmo USA Cafe	555 W 5th St, Los Angeles, CA 90013	(213) 488-0913	not found	-118.2531767	34.050075
742	The Coffee Bean & Tea Leaf	700 Fair Oaks Ave, South Pasadena, CA 91030	(626) 403-2141	http://coffeebean.com	-118.1500834	34.1181197
743	Net Caffe	624 e Colorado St. Unit B, Glendale, CA 91205	(818) 546-1504	http://www.facebook.com/NetCaffeMaryland	-118.2472102	34.1424289
744	Mon Amour Cafe	927 Broxton Ave, Los Angeles, CA 90024	(310) 824-7980	http://www.monamourcafewestwood.com	-118.4470711	34.0633428
745	Il Macchiato Cafe	312 W 5th St, Los Angeles, CA 90013	(213) 488-1326	http://www.ilmacchiatocafedtwnla.com	-118.251243	34.0481247
746	Noah&#39s New York Bagels	10910 Lindbrook Dr, Los Angeles, CA 90024	(310) 209-8177	http://www.noahs.com	-118.4450353	34.0592693
747	Richie&#39s Cafe	965 N Vignes St Ste 6, Los Angeles, CA 90012	(213) 626-7010	not found	-118.2322606	34.0582561
748	Cube Marketplace & Cafe	615 N La Brea Ave, Los Angeles, CA 90036	(323) 939-1148	not found	-118.3443106	34.0823383
749	The Coffee Bean & Tea Leaf	1 World Way, Los Angeles, CA 90045	(310) 215-4214	http://coffeebean.com	-118.4027946	33.94224
750	Winchell&#39s Donuts	2548 Glendale Blvd, Los Angeles, CA 90039	(323) 669-9562	http://www.winchells.com	-118.2585433	34.1036784
751	Valerie Echo Park	1665 Echo Park Ave, Los Angeles, CA 90026	(213) 250-9365	http://valerieconfections.com	-118.254705	34.0834
752	El Gallo Cafe	4545 E Cesar E Chavez Ave, Los Angeles, CA 90022	(323) 263-4545	http://elgallocafe.com	-118.167752	34.0408479
753	Olympic Donuts	4773 E Cesar E Chavez Ave, Los Angeles, CA 90022	(323) 263-4670	http://beijing-olympic.org.cn	-118.162352	34.0407649
754	LA Cafe	1145 E Chevy Chase Dr, Glendale, CA 91205	(818) 956-0732	not found	-118.2400983	34.1347591
755	Starbucks Coffee	7901 Santa Monica Blvd Santa Monica & Fairfax, West Hollywood, CA 90046	(323) 822-9733	http://www.starbucks.com	-118.3785832	34.0882114
756	Brown Cherry	3552 W Martin Luther King Jr Blvd, Los Angeles, CA 90008	(323) 299-9165	not found	-118.334505	34.01066
757	Mountain Cafe	3064 W 8th St, Los Angeles, CA 90005	(213) 487-7615	not found	-118.2938165	34.0574941
758	Starbucks Coffee	7257 W Sunset Blvd, Los Angeles, CA 90046	(323) 512-8382	http://www.starbucks.com	-118.3484233	34.0984882
759	Erudite Entrepreneur	6701 Hollywood Blvd, Los Angeles, CA 90028	(323) 468-8026	not found	-118.3362594	34.101925
760	Essence Coffee	3458 1/2 Wilshire Blvd, Los Angeles, CA 90010	(213) 382-2142	not found	-118.29973	34.0613621
761	Starbucks Coffee	8985 Venice Blvd Ste C2A, Los Angeles, CA 90034	(310) 558-0407	http://www.starbucks.com	-118.3921355	34.0279434
762	Lollicup	2337 S Garfield Ave, Monterey Park, CA 91754	(323) 727-2622	http://www.lollicup.com	-118.1307434	34.0355933
763	The Classic Brew	862 S Main St, Los Angeles, CA 90014	(213) 265-7549	not found	-118.254687	34.041522
764	Watts Coffee House	1827 E 103rd St, Los Angeles, CA 90002	(323) 249-4343	not found	-118.2403705	33.9431968
765	Winchell&#39s Donuts	697 S Hoover St, Los Angeles, CA 90005	(213) 480-8416	http://www.winchells.com	-118.2868943	34.0125601
766	Mounai Cafe	6603 Hollywood Blvd, Los Angeles, CA 90028	(323) 461-3088	http://mounaihollywood.com	-118.3335938	34.1018277
767	Gavina Gourmet Coffee	2700 Fruitland Ave, Vernon, CA 90058	(323) 582-0671	http://www.gavina.com	-118.2230447	33.9959342
768	Emma Cafe	3003 W Olympic Blvd, Los Angeles, CA 90006	(213) 389-4966	not found	-118.3006189	34.0529507
769	Starbucks Coffee	2134 W Sunset Blvd, Los Angeles, CA 90026	(213) 413-9612	http://www.starbucks.com	-118.2647632	34.0771367
770	Peet&#39s Coffee & Tea	1135 N Mansfield Ave Yummy Foods #1 Grocery, Los Angeles, CA 90038	(323) 876-1600	http://www.peets.com	-118.3315838	34.0895186
771	LaSarsala Coffee Shop And Deli	346 N Ford Blvd, Los Angeles, CA 90022	(323) 526-4999	not found	-118.1690347	34.0400567
772	Coffee Bar	600 S Spring St # R1, Los Angeles, CA 90014	(213) 327-1157	http://coffeebar.com	-118.2509444	34.0454887
773	National Kiosk Coffee Inc	754 Wall St, Los Angeles, CA 90014	(213) 614-6885	not found	-118.2496099	34.0404728
774	Cafe Stella	3932 W Sunset Blvd, Los Angeles, CA 90029	(323) 666-0265	http://www.cafestella.com	-118.2799789	34.0920225
775	City Bean	10911 Lindbrook Dr, Los Angeles, CA 90024	(310) 208-0108	http://www.citybean.com	-118.4450597	34.0597822
776	Syrup Desserts	611 S Spring St, Los Angeles, CA 90014	(213) 488-5136	http://www.twitter.com/syrupdesserts	-118.2514695	34.045783
777	Starbucks Coffee	3344 S La Cienega Blvd, Los Angeles, CA 90016	(323) 938-0821	http://www.starbucks.com	-118.3717802	34.0268649
778	Sk&#39s Donuts & Croisants	5850 W 3rd St Ste D, Los Angeles, CA 90036	(323) 935-2409	http://skdonut.com	-118.347523	34.0689072
779	Peet&#39s Coffee & Tea	606 Fair Oaks Ave Bristol Farms South Pasadena #2 Wpb, South Pasadena, CA 91030	(626) 441-5456	http://www.peets.com	-118.1503488	34.1161196
780	Hart&#39s Cafe	6655 Hollywood Blvd, Los Angeles, CA 90028	(323) 465-9973	http://hartscafehollywood.com	-118.334948	34.1017935
781	Gateway Cafe	1801 Avenue Of The Stars Ste B1, Los Angeles, CA 90067	(310) 551-0051	not found	-118.4184373	34.0602413
782	Starbucks Coffee	2919 Los Feliz Blvd, Los Angeles, CA 90039	(323) 665-1347	http://www.starbucks.com	-118.2633813	34.1265987
783	The Coffee Bean & Tea Leaf	8735 Santa Monica Blvd, West Hollywood, CA 90069	(310) 659-8207	http://coffeebean.com	-118.3814151	34.0870426
784	Park View Street Cafe	1056 S Park View St, Los Angeles, CA 90006	(213) 380-1056	not found	-118.2836704	34.0518799
785	Apffels Gourmet Coffee	1900 E 25th St, Vernon, CA 90058	(323) 846-5500	not found	-118.2370274	34.0144067
786	Peet&#39s Coffee & Tea	7257 W Sunset Blvd Ralph&#39s #0100 Grocery, Los Angeles, CA 90046	(310) 512-8382	http://www.peets.com	-118.3637264	34.1147313
787	The Coffee Bean & Tea Leaf	3607 Trousdale Pkwy, Los Angeles, CA 90089	(213) 821-3482	http://coffeebean.com	-118.2859915	34.020457
788	The Coffee Bean & Tea Leaf	415 S Lake Ave , Suite 108, Pasadena, CA 91101	(626) 744-9370	http://coffeebean.com	-118.1323887	34.1395549
789	Cafe Don Quixote	192 S Vermont Ave, Los Angeles, CA 90004	(213) 388-5066	not found	-118.2916402	34.0705434
790	The Coffee Bean & Tea Leaf	8793 Beverly Blvd, West Hollywood, CA 90048	(310) 659-4592	http://coffeebean.com	-118.3835936	34.0774143
791	Novel Cafe	811 Traction Ave, Los Angeles, CA 90013	(213) 621-2448	not found	-118.235313	34.0452579
792	Peet&#39s Coffee & Tea	4030 S Centinela Ave Vons #2270 Grocery, Los Angeles, CA 90066	(310) 391-1503	http://www.peets.com	-118.4338345	34.0050173
793	Starbucks Coffee	12746 W Jefferson Blvd 2150, Los Angeles, CA 90066	(213) 393-2572	http://www.starbucks.com	-118.41733	33.9770913
794	Jajung Guh	4653 Beverly Blvd, Los Angeles, CA 90004	(323) 957-1225	not found	-118.3110238	34.0765673
795	Starbucks Coffee	9616 W Pico Blvd, Los Angeles, CA 90035	(310) 271-2672	http://www.starbucks.com	-118.3978688	34.0550232
